ID,Country,Province/State,Study Pop Size (N),Positive/negative cases,Mean Age,% Male,% White or European,White or European,% African American,African American,% Asian,Asian,% Hispanic or Latino,Hispanic or Latino,% Multiple ethnicities or other,Multiple ethnicities,Smoking history,Hypertension,Diabetes,Cardiovascular Disease (incl. CAD),Chronic obstructive lung (COPD),Cancer (Any),Liver Disease (any),Cerebrovascular Disease,Chronic kidney/renal disease,Other,Fever (temperature ≥37·3°C),Respiratory rate > 24 breaths per min,Cough,Shortness of Breath (dyspnoea),Headache,Sputum (/Expectoration),Myalgia (Muscle Pain),Fatigue,Upper air-way congestion,Diarrhoea,Nausea or Vomiting,Loss of Appetite/Anorexia,Sore Throat/Stuffy Nose,Chills,Chest Pain,Loss of smell/taste,Disease Severity Asymptomatic,Mortality,Mortality_bin
78,China,Nanjing,19,Positive only,35,0.42,0,0,0,0,1,19,0,0,0,0,0.05,0.11,0.11,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,China,Chongqing,51,Positive only,43,0.63,0,0,0,0,1,51,0,0,0,0,0,0.08,0.08,0,0,0,0,0,0,0,0.84,0,0.75,0.22,0.1,0.31,0.12,0.43,0,0.08,0.06,0,0,0,0,0,0,0.02,0
80,China,Chongqing,44,Positive only,42,0.64,0,0,0,0,1,44,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0.84,0,0.73,0.11,0.11,0.32,0.11,0.36,0,0.09,0.07,0,0,0,0,0,0,0,0
80,China,Chongqing,7,Positive only,52,0.57,0,0,0,0,1,7,0,0,0,0,0,0.14,0.57,0,0,0,0,0,0,0,0.86,0,0.86,0.86,0,0.29,0.14,0.86,0,0,0,0,0,0,0,0,0,0.14,1
81,China,Wuhan,110,Positive only,15,0.44,0,0,0,0,1,110,0,0,0,0,0.24,0.21,0.14,0.06,0.05,0,0,0.06,0,0,0.82,0,0.62,0.33,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0
81,China,Wuhan,38,Positive only,23,0.63,0,0,0,0,1,38,0,0,0,0,0.24,0.39,0.21,0.08,0.11,0,0,0.08,0,0,0.87,0,0.55,0.39,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0
81,China,Wuhan,72,Positive only,12,0.33,0,0,0,0,1,72,0,0,0,0,0.24,0.11,0.1,0.06,0.03,0,0,0.06,0,0,0.79,0,0.65,0.29,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0
82,China,Chongqing,46,Positive only,9,0.52,0,0,0,0,1,46,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.69,0,0.81,0.02,0.19,0.38,0.07,0.19,0.07,0.05,0.02,0.1,0,0,0.07,0,0.09,0,0
82,China,Chongqing,14,Positive only,6,0.5,0,0,0,0,1,14,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0.58,0,0.92,0,0.17,0.5,0.08,0.17,0.17,0.17,0,0,0,0,0.08,0,0.14,0,0
82,China,Chongqing,32,Positive only,10,0.53,0,0,0,0,1,32,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0.73,0,0.77,0.07,0.2,0.33,0.07,0.2,0.03,0,0.03,0.13,0,0,0.07,0,0.06,0,0
83,China,0,64,Positive only,36,0.36,0,0,0,0,1,64,0,0,0,0,0.02,0.05,0.02,0,0,0,0,0,0,0.03,0.67,0,0.47,0.16,0.13,0.13,0.22,0.34,0,0.05,0,0.06,0.25,0.05,0.03,0,0,0,0
83,China,0,37,Positive only,38,0.46,0,0,0,0,1,37,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,0,0.05,0.68,0,0.46,0.19,0.08,0.14,0.22,0.38,0,0.03,0,0.05,0.32,0.03,0.05,0,0,0,0
83,China,0,25,Positive only,31,0.24,0,0,0,0,1,25,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.68,0,0.52,0.12,0.2,0.12,0.2,0.24,0,0.08,0,0.08,0.16,0.08,0,0,0,0,0
85,China,Wuhan,104,Positive only,43,0.47,0,0,0,0,1,104,0,0,0,0,0.04,0.14,0.12,0.07,0.01,0,0,0,0,0,0.63,0,0.76,0.14,0,0.38,0.19,0.32,0,0.02,0,0,0,0,0,0,0,0.01,0
85,China,Wuhan,48,Positive only,40,0.46,0,0,0,0,1,48,0,0,0,0,0.02,0.13,0.15,0.02,0,0,0,0,0,0,0.75,0,0.75,0.19,0,0.29,0.27,0.33,0,0,0,0,0,0,0,0,0,0,0
85,China,Wuhan,56,Positive only,44,0.48,0,0,0,0,1,56,0,0,0,0,0.05,0.16,0.09,0.11,0.02,0,0,0,0,0,0.54,0,0.77,0.11,0,0.45,0.13,0.3,0,0.04,0,0,0,0,0,0,0,0.02,0
86,Scotland,0,1,Positive only,51,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0
87,UK,England,2,Positive only,37,0.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0
87,UK,England,1,Positive only,50,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,UK,England,1,Positive only,23,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
91,China,Zhejiang,651,Positive only,45,0.51,0,0,0,0,1,651,0,0,0,0,0.06,0.15,0.07,0.01,0,0.01,0.04,0,0.01,0.01,0.84,0,0.67,0.04,0,0.35,0,0.18,0,0.44,0.44,0,0,0,0,0,0,0,0
91,China,Zhejiang,74,Positive only,46,0.5,0,0,0,0,1,74,0,0,0,0,0.04,0.16,0.09,0.01,0,0,0.11,0,0,0,0.85,0,0.72,0.11,0,0.39,0,0.31,0,0,0,0,0,0,0,0,0,0,0
91,China,Zhejiang,577,Positive only,45,0.51,0,0,0,0,1,577,0,0,0,0,0.07,0.15,0.07,0.01,0,0.01,0.03,0,0.01,0.01,0.84,0,0.66,0.03,0,0.34,0,0.17,0,0.5,0.5,0,0,0,0,0,0,0,0
92,China,Hunan,10,Positive only,50,0.8,0,0,0,0,1,10,0,0,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0.9,0,0.6,0.6,0.3,0.4,0,0.1,0,0.3,0.1,0,0,0,0.1,0,0,0.1,0
93,China,Shenzhen,5,Positive only,59,0.6,0,0,0,0,1,5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,China,Shenzhen,1,Positive only,75,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,China,Shenzhen,1,Positive only,65,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,China,Shenzhen,1,Positive only,55,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,China,Shenzhen,1,Positive only,35,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,China,Shenzhen,1,Positive only,65,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Netherlands,Nationwide,86,Positive only,16,0.17,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.76,0.38,0.57,0,0.64,0,0,0.19,0.17,0.17,0.4,0,0,0,0,0,0
94,Netherlands,Nationwide,32,Positive only,16,0.19,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0.66,0.19,0.56,0,0.66,0,0,0.16,0.03,0.03,0.34,0,0,0,0,0,0
94,Netherlands,Nationwide,54,Positive only,16,0.17,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.82,0.43,0.57,0,0.82,0,0,0.2,0.26,0.26,0.5,0,0,0,0,0,0
98,China,Sichuan,81,Positive only,51,0.63,0,0,0,0,1,81,0,0,0,0,0.04,0.19,0.22,0.06,0.14,0,0,0.06,0.04,0.42,0.48,0,0.49,0.31,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.12,0
98,China,Sichuan,53,Positive only,50,0.64,0,0,0,0,1,53,0,0,0,0,0.02,0.17,0.15,0.04,0.09,0,0,0.04,0.02,0.34,0.47,0,0.55,0.32,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0
98,China,Sichuan,10,Positive only,73,0.4,0,0,0,0,1,10,0,0,0,0,0.1,0.4,0.3,0.3,0.3,0,0,0.3,0.2,0.9,0.5,0,0.3,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0,0,1,1
98,China,Sichuan,18,Positive only,48,0.72,0,0,0,0,1,18,0,0,0,0,0.06,0.11,0.39,0,0.17,0,0,0,0,0.39,0.5,0,0.61,0.28,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0
99,China,Shenzhen,391,Positive only,16,0.48,0,0,0,0,1,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.39,0.03,0.16,0,0.19,0.14,0,0.01,0.01,0,0.07,0.06,0.03,0,0.06,0.01,0
101,France,Marseille,80,Positive only,53,0.53,1,80,0,0,0,0,0,0,0,0,0,0.16,0.11,0.08,0.1,0.06,0,0,0,0.08,0.15,0,0.59,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.05,0.01,0
102,China,Wuhan,236,Positive only,52,0.47,0,0,0,0,1,236,0,0,0,0,0,0.28,0.11,0,0,0,0,0,0,0.25,0.53,0,0.57,0.06,0,0.1,0.02,0.28,0,0.16,0,0,0.11,0,0,0,0,0,0
102,China,Wuhan,116,Positive only,50,0.51,0,0,0,0,1,116,0,0,0,0,0,0.31,0.12,0,0,0,0,0,0,0.19,0.55,0,0.6,0.08,0,0.11,0.02,0.34,0,0.19,0,0,0.08,0,0,0,0,0,0
102,China,Wuhan,120,Positive only,53,0.43,0,0,0,0,1,120,0,0,0,0,0,0.25,0.11,0,0,0,0,0,0,0.3,0.51,0,0.53,0.03,0,0.09,0.03,0.23,0,0.13,0,0,0.14,0,0,0,0,0,0
104,China,Wuhan,52,Positive only,20,0.67,0,0,0,0,1,52,0,0,0,0,0.04,0,0.17,0.1,0.08,0.04,0.29,0.14,0.29,0.67,0.98,0,0.77,0.64,0.06,0,0.12,0,0,0,0.04,0,0.06,0,0.02,0,0,0.62,1
104,China,Wuhan,20,Positive only,17,0.7,0,0,0,0,1,20,0,0,0,0,0.1,0,0.1,0.1,0.1,0.05,0.3,0,0.15,0.45,1,0,0.75,0.6,0.05,0,0.1,0,0,0,0.05,0,0,0,0.05,0,0,0,0
104,China,Wuhan,32,Positive only,22,0.66,0,0,0,0,1,32,0,0,0,0,0,0,0.22,0.09,0.06,0.03,0.28,0.22,0.38,0.81,0.97,0,0.78,0.66,0.06,0,0.13,0,0,0,0.03,0,0.09,0,0,0,0,1,1
106,China,Wuhan,155,Positive only,54,0.56,0,0,0,0,1,155,0,0,0,0,0.04,0.24,0.1,0.1,0.03,0.05,0.05,0.05,0.04,0,0.81,0,0.63,0.32,0.1,0,0.61,0.73,0,0.05,0.04,0,0,0,0.04,0,0,0.14,1
107,China,Wuhan,83,Positive only,70,0.71,0,0,0,0,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.22,0.08,0,0,0.04,0.07,0,0.04,0.04,0,0,0,0.1,0,0,0.48,1
108,China,Wuhan,2,Positive only,60,0.5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,China,Wuhan,1,Positive only,45,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,China,Wuhan,1,Positive only,75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,China,Wuhan,323,Positive only,58,0.51,0,0,0,0,1,323,0,0,0,0,0.12,0.33,0.15,0.13,0.02,0.02,0.02,0.13,0.02,0.09,0.84,0,0.51,0.04,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.11,0
112,China,Wuhan,416,Positive only,60,0.49,0,0,0,0,1,416,0,0,0,0,0,0.31,0.14,0.11,0.03,0.02,0.01,0.05,0.03,0.05,0.8,0,0.35,0.28,0.02,0.06,0.05,0.13,0,0.04,0,0,0.03,0,0.03,0,0,0.14,1
112,China,Wuhan,82,Positive only,68,0.54,0,0,0,0,1,82,0,0,0,0,0,0.6,0.24,0.29,0.07,0.09,0.02,0.16,0.06,0.16,0.77,0,0.34,0.32,0.02,0.04,0.06,0.18,0,0.01,0,0,0.05,0,0.13,0,0,0.51,1
112,China,Wuhan,334,Positive only,57,0.48,0,0,0,0,1,334,0,0,0,0,0,0.23,0.02,0.06,0.02,0.01,0.01,0.03,0.03,0.03,0.81,0,0.35,0.27,0.02,0.06,0.04,0.12,0,0.05,0,0,0.02,0,0.01,0,0,0.05,0
114,China,Guangzhou,10,Positive only,8,0.6,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.5,0,0,0,0,0,0,0.3,0,0,0.5,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,14,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,14,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
114,China,Guangzhou,1,Positive only,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,China,Hainan,18,Positive only,68,0.67,0,0,0,0,1,18,0,0,0,0,0.44,0.28,0.17,0.11,0,0,0.06,0,0,0,0.78,0,0.33,0.11,0,0.33,0,0.11,0,0,0.17,0,0.06,0,0,0,0,0.06,0
115,China,Hainan,38,Positive only,45,0.5,0,0,0,0,1,38,0,0,0,0,0.37,0.13,0.03,0,0,0,0,0,0.03,0,0.79,0,0.39,0.05,0,0.39,0,0.08,0,0,0.18,0,0.05,0,0,0,0,0.05,0
117,China,Yichang,197,Positive only,56,0.5,0,0,0,0,1,197,0,0,0,0,0,0,0.09,0.24,0,0.02,0,0.05,0.02,0,0.78,0,0.45,0.05,0,0,0.05,0.15,0,0,0,0,0.06,0,0,0,0,0.14,1
118,China,Wuhan,80,Positive only,18,0.43,0,0,0,0,1,80,0,0,0,0,0.1,0.18,0.14,0.08,0,0.09,0.01,0,0,0,0.58,0,0.66,0,0,0.19,0.15,0.45,0,0.19,0.09,0,0.1,0.16,0,0,0,0,0
118,China,Wuhan,11,Positive only,10,0.09,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.18,0,0.82,0,0,0.09,0,0.09,0,0.36,0.18,0,0.36,0,0,0,0,0,0
118,China,Wuhan,69,Positive only,19,0.48,0,0,0,0,1,69,0,0,0,0,0.12,0.2,0.16,0.09,0,0.06,0.01,0,0,0,0.64,0,0.64,0,0,0.2,0.17,0.51,0,0.16,0.07,0,0.06,0.19,0,0,0,0,0
119,China,Northeast Region,55,Positive only,47,0.55,0,0,0,0,1,55,0,0,0,0,0,0.15,0.15,0.05,0,0,0,0,0,0,0.46,0,0.49,0.15,0.04,0,0.13,0.15,0,0.11,0.07,0,0.13,0,0,0,0,0,0
119,China,Northeast Region,47,Positive only,46,0.51,0,0,0,0,1,47,0,0,0,0,0,0.17,0.15,0.04,0,0,0,0,0,0,0.51,0,0.51,0.11,0.04,0,0.11,0.17,0,0.09,0.04,0,0.11,0,0,0,0,0,0
119,China,Northeast Region,8,Positive only,46,0.75,0,0,0,0,1,8,0,0,0,0,0,0,0.13,0.13,0,0,0,0,0,0,1,0,0.38,0.38,0,0,0.25,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0
120,USA,Washington,24,Positive only,64,0.63,0,0,0,0,0,0,0,0,0,0,0.22,0,0.58,0,0.04,0,0,0,0.21,0.21,0.5,0.83,0.88,0.88,0.08,0.42,0,0,0,0,0,0,0.17,0,0,0,0,0.5,1
121,China,Wuhan,206,Positive only,61,0.44,0,0,0,0,1,206,0,0,0,0,0,0.27,0.1,0.08,0.04,0,0,0.08,0,0.08,0.67,0,0.28,0.15,0,0,0.21,0.45,0,0.33,0.12,0.16,0,0,0,0,0,0,0
121,China,Wuhan,48,Positive only,63,0.27,0,0,0,0,1,48,0,0,0,0,0,0.25,0.13,0.13,0.04,0,0,0.13,0,0.06,0.4,0,0,0,0,0,0.13,0.52,0,0.48,0.15,0.31,0,0,0,0,0,0,0
121,China,Wuhan,89,Positive only,61,0.54,0,0,0,0,1,89,0,0,0,0,0,0.27,0.08,0.08,0.03,0,0,0.08,0,0.08,0.73,0,0.3,0.1,0,0,0.14,0.32,0,0,0,0,0,0,0,0,0,0,0
121,China,Wuhan,69,Positive only,56,0.43,0,0,0,0,1,69,0,0,0,0,0,0.29,0.12,0.06,0.04,0,0,0.06,0,0.09,0.78,0,0.39,0.3,0,0,0.38,0.6,0,0.64,0.25,0.25,0,0,0,0,0,0,0
123,China,Wuhan,67,Positive only,22,0.61,0,0,0,0,1,67,0,0,0,0,0.13,0.54,0.19,0.12,0.05,1,0.06,0.08,0.03,0,0.79,0,0.75,0.66,0,0.45,0.09,0.45,0,0.16,0.15,0,0,0,0,0,0,0.27,1
123,China,Wuhan,35,Positive only,21,0.51,0,0,0,0,1,35,0,0,0,0,0.11,0.37,0.11,0.03,0,1,0.09,0.06,0,0,0.84,0,0.77,0.57,0,0.57,0.14,0.43,0,0.11,0.11,0,0,0,0,0,0,0,0
123,China,Wuhan,32,Positive only,23,0.72,0,0,0,0,1,32,0,0,0,0,0.16,0.72,0.28,0.22,0.09,1,0.03,0.09,0.06,0,0.87,0,0.72,0.75,0,0.31,0.03,0.47,0,0.22,0.19,0,0,0,0,0,0,0.56,1
123,China,Wuhan,49,Positive only,22,0.55,0,0,0,0,1,49,0,0,0,0,0.12,0.49,0.16,0.04,0,1,0.06,0.04,0.02,0,0.78,0,0.76,0.61,0,0.47,0.1,0.39,0,0.18,0.1,0,0,0,0,0,0,0,0
123,China,Wuhan,18,Positive only,23,0.78,0,0,0,0,1,18,0,0,0,0,0.17,0.67,0.28,0.33,0.17,1,0.06,0.17,0.06,0,0.83,0,0.72,0.78,0,0.39,0.06,0.56,0,0.11,0.28,0,0,0,0,0,0,1,1
124,China,Wuhan,12,Positive only,22,0.83,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1
125,China,Zhejiang,36,Positive only,8,0.64,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0.19,0.03,0.08,0,0,0,0,0.06,0.06,0,0.06,0,0,0,0,0,0
125,China,Zhejiang,17,Positive only,8,0.59,0,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.18,0,0.06,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0
125,China,Zhejiang,19,Positive only,9,0.69,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.21,0.05,0.1,0,0,0,0,0.1,0.1,0,0.05,0,0,0,0,0,0
125,China,Zhejiang,10,Positive only,0,0.6,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,China,Zhejiang,26,Positive only,0,0.65,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,China,Wuhan,339,Positive only,70,0.49,0,0,0,0,1,339,0,0,0,0,0,0.41,0.16,0.16,0.06,0.04,0.01,0.06,0.04,0.02,0.92,0,0.53,0.41,0.04,0.28,0.05,0.4,0,0.13,0.04,0.28,0,0,0.26,0,0,0.19,1
131,China,Wuhan,274,Positive only,69,0.46,0,0,0,0,1,274,0,0,0,0,0,0.39,0.16,0.12,0.04,0.04,0,0.04,0.03,0.02,0.93,0,0.55,0.37,0.04,0.28,0.06,0.4,0,0.13,0.04,0.29,0,0,0.27,0,0,0,0
131,China,Wuhan,65,Positive only,76,0.6,0,0,0,0,1,65,0,0,0,0,0,0.5,0.17,0.33,0.17,0.05,0.02,0.16,0.06,0.02,0.88,0,0.47,0.59,0,0.27,0.02,0.41,0,0.13,0.02,0.23,0,0,0.23,0,0,1,1
132,China,Wuhan,75,Positive only,60,0.49,0,0,0,0,1,75,0,0,0,0,0,0.44,0.07,0.09,0,0,0.11,0,0,0.04,0.74,0,0.65,0.07,0.09,0,0.03,0.43,0,0.07,0.09,0,0.04,0,0,0,0,0.01,0
136,Korea,0,1,Positive only,54,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
139,France,Paris,11,Positive only,59,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0.09,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0
140,Germany,Nationwide,73522,Positive only,16,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.53,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0.01,0
142,China,Changsha,161,Positive only,45,0.5,0,0,0,0,1,161,0,0,0,0,0,0.14,0.04,0.03,0.04,0,0.03,0.03,0,0,0.76,0,0.63,0.14,0.08,0,0,0.4,0,0.11,0.04,0,0,0,0,0,0,0,0
142,China,Changsha,131,Positive only,40,0.5,0,0,0,0,1,131,0,0,0,0,0,0.08,0.04,0.02,0.03,0,0.03,0.02,0,0,0.71,0,0.61,0.11,0.06,0,0,0.37,0,0.12,0.05,0,0,0,0,0,0,0,0
142,China,Changsha,30,Positive only,57,0.47,0,0,0,0,1,30,0,0,0,0,0,0.4,0.07,0.07,0.07,0,0,0.03,0,0,0.97,0,0.7,0.3,0.13,0,0,0.3,0,0.03,0,0,0,0,0,0,0,0,0
143,China,0,79,Positive only,60,0.56,0,0,0,0,1,79,0,0,0,0,0,0.18,0.1,0.09,0,0,0,0,0,0,0.71,0,0.71,0.51,0,0.25,0,0,0,0.09,0,0,0,0,0,0,0,0,0
143,China,0,51,Positive only,59,0.51,0,0,0,0,1,51,0,0,0,0,0,0.2,0.12,0.1,0,0,0,0,0,0,0.63,0,0.71,0.47,0,0.26,0,0,0,0.06,0,0,0,0,0,0,0,0,0
143,China,0,28,Positive only,63,0.64,0,0,0,0,1,28,0,0,0,0,0,0.14,0.07,0.07,0,0,0,0,0,0,0.86,0,0.71,0.57,0,0.25,0,0,0,0.14,0,0,0,0,0,0,0,0,0
143,China,0,50,Positive only,56,0.45,0,0,0,0,1,50,0,0,0,0,0,0.19,0.11,0.11,0,0,0,0,0,0,0.62,0,0.66,0.51,0,0.23,0,0,0,0.09,0,0,0,0,0,0,0,0,0
143,China,0,29,Positive only,62,0.72,0,0,0,0,1,29,0,0,0,0,0,0.17,0.1,0.07,0,0,0,0,0,0,0.86,0,0.76,0.45,0,0.24,0,0,0,0.07,0,0,0,0,0,0,0,0,0
145,China,Wuhan,10,Positive,53,0.6,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.1,0,0,0,0.1,0,0,0.7,0,0.7,0.8,0,0.5,0.1,0,0,0.2,0.2,0,0.1,0,0.2,0,0,0,0
145,China,Wuhan,1,Positive,46,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
145,China,Wuhan,1,Positive,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
145,China,Wuhan,1,Positive,42,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
145,China,Wuhan,1,Positive,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,China,Wuhan,1,Positive,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,China,Wuhan,1,Positive,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
145,China,Wuhan,1,Positive,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,China,Wuhan,1,Positive,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
145,China,Wuhan,1,Positive,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,China,Wuhan,1,Positive,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
